Sample ID#,SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation (Given),FormationID (Given),Highest Prob Formation,Probability ,2nd Highest Prob Formation,Probability,Member (Given),Highest Prob Member ,Probability,2nd Highest Prob Member,Probability,Source,Reference
55,53.1,1.098,15.27,9.46,nan,nan,0.172,6.57,10.61,2.94,0.52,0.25,21,100,45,255,355,10,391,114,24,7.5,18,68,88,nan,nan,nan,nan,nan,GrandeRonde,3,Wanapum,0.61048808,GrandeRonde,0.38284616,Undifferentiated,FieldSprings,0.98151253,EcklerMountain,0.01831746,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
56,53.43,1.614,14.94,11.42,nan,nan,0.166,5.2,9.5,2.59,0.9,0.251,35,126,38,304,369,26,322,135,30,11,21,80,109,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.73356913,SaddleMountains,0.24518617,Undifferentiated,MeyerRidge,0.99707339,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
57,53.94,1.645,14.58,10.51,nan,nan,0.198,5.35,9.65,2.91,0.96,0.252,29,113,40,314,446,20,315,134,32,9.7,21,48,104,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.9644959,SaddleMountains,0.01802689,Undifferentiated,MeyerRidge,0.9551151,SentinelBluffs,0.04276474,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
58,54.09,1.588,14.89,10.13,nan,nan,0.168,5.44,9.54,2.92,0.99,0.252,36,152,36,304,470,21,310,132,30,11,19,59,99,nan,nan,nan,nan,nan,GrandeRonde,3,SaddleMountains,0.57018342,GrandeRonde,0.42230327,Undifferentiated,MeyerRidge,0.99716815,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
59,53.45,1.608,14.94,11.19,nan,nan,0.192,5.02,9.7,2.8,0.84,0.252,31,131,37,307,422,25,331,136,32,11,15,79,110,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.87533093,SaddleMountains,0.08570046,Undifferentiated,MeyerRidge,0.99896962,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
60,54.05,1.094,15.36,9.14,nan,nan,0.174,6.17,10.24,2.86,0.66,0.252,24,106,46,269,477,11,392,111,25,7.2,15,51,88,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.76773834,Wanapum,0.23146686,Undifferentiated,FieldSprings,0.99120086,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
61,54.9,1.672,14.52,10.9,nan,nan,0.184,4.83,8.56,3.06,1.13,0.253,11,33,39,316,442,27,323,140,30,10.4,21,34,103,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.99923923,Steens,0,Undifferentiated,SentinelBluffs,0.82936637,ChinaCreek,0.13513189,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
62,53.3,1.631,14.64,10.87,nan,nan,0.169,5.43,9.8,3.06,0.85,0.253,26,120,48,309,389,16,323,134,31,11.9,22,47,101,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.53323338,SaddleMountains,0.4346614,Undifferentiated,MeyerRidge,0.97593737,SentinelBluffs,0.01827478,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
63,53.52,1.672,14.76,10.56,nan,nan,0.172,5.4,9.67,3.03,0.96,0.254,25,112,41,317,423,22,320,136,35,10.9,21,83,123,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.92936178,SaddleMountains,0.03192469,Undifferentiated,MeyerRidge,0.99040541,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
64,53.83,1.114,15.1,9.17,nan,nan,0.172,6.35,10.26,3.02,0.73,0.254,18,96,41,273,368,15,385,116,25,7.8,21,36,92,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.59306774,Wanapum,0.40631764,Undifferentiated,FieldSprings,0.96300534,EcklerMountain,0.03309936,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
65,51.72,1.771,15.53,12.64,nan,nan,0.181,4.72,9.76,2.98,0.44,0.254,22,119,45,306,408,8,329,146,30,11.7,23,51,106,nan,nan,nan,nan,nan,GrandeRonde,3,SaddleMountains,0.91582713,GrandeRonde,0.07436958,Undifferentiated,MeyerRidge,0.88580613,SentinelBluffs,0.05515417,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
66,53.61,1.614,14.4,10.9,nan,nan,0.188,5.56,9.48,3.09,0.91,0.255,27,116,38,311,404,15,307,135,31,10.3,17,58,99,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.84594368,SaddleMountains,0.07580335,Undifferentiated,MeyerRidge,0.94609137,SentinelBluffs,0.04183094,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
67,53.41,1.635,14.37,11.23,nan,nan,0.176,5.58,9.26,3.03,1.05,0.256,27,108,41,306,433,26,303,135,29,10,22,54,102,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.83716618,SaddleMountains,0.12879941,Undifferentiated,MeyerRidge,0.98773612,SentinelBluffs,0.01035348,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
68,53.28,1.63,14.52,10.89,nan,nan,0.186,5.6,9.52,3.2,0.91,0.256,26,113,47,314,382,15,315,134,30,10.6,20,54,100,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.88580323,Wanapum,0.06602366,Undifferentiated,MeyerRidge,0.95572472,SentinelBluffs,0.03544244,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
69,54.44,1.708,14.53,11.13,nan,nan,0.166,4.98,8.71,3.01,1.07,0.256,5,22,35,313,470,24,340,148,31,9.7,21,35,103,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.99648103,Steens,0,Undifferentiated,SentinelBluffs,0.98125501,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
70,53.9,1.596,14.68,10.67,nan,nan,0.174,5.4,9.62,2.79,0.92,0.256,34,119,40,320,404,19,312,133,31,11.7,17,70,101,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.65194588,SaddleMountains,0.30028454,Undifferentiated,MeyerRidge,0.99508623,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
71,54.08,1.118,15.01,9.07,nan,nan,0.172,6.29,10.2,2.99,0.82,0.257,17,91,44,266,417,17,388,118,24,8.5,16,51,86,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.72622698,Wanapum,0.27242895,Undifferentiated,FieldSprings,0.99770128,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
72,53.63,1.636,14.26,11.35,nan,nan,0.199,5.38,9.33,3.01,0.94,0.258,22,102,40,311,483,18,310,135,31,10.6,22,50,102,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.92120173,SaddleMountains,0.04613751,Undifferentiated,MeyerRidge,0.96314015,SentinelBluffs,0.0343127,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
73,53.84,1.655,14.77,10.26,nan,nan,0.174,5.29,9.77,3.04,0.94,0.258,24,118,45,318,411,20,325,136,31,10.5,21,64,106,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.91134316,SaddleMountains,0.05632373,Undifferentiated,MeyerRidge,0.99449402,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
74,54.97,1.712,14.49,10.7,nan,nan,0.173,4.81,8.62,2.97,1.3,0.259,5,24,35,318,425,35,327,144,30,10.4,18,24,104,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.99847376,Steens,0,Undifferentiated,SentinelBluffs,0.80181092,ChinaCreek,0.13923672,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
75,53.44,1.656,14.76,10.67,nan,nan,0.191,5.53,9.58,3.02,0.89,0.259,23,110,41,328,614,22,329,136,29,11.2,20,45,103,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.71483158,SaddleMountains,0.26836653,Undifferentiated,MeyerRidge,0.99833448,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
76,53.99,1.588,14.39,10.72,nan,nan,0.189,5.5,9.48,2.85,1.03,0.26,34,116,38,294,371,25,305,131,31,9.3,23,68,98,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.92413277,Wanapum,0.04927315,Undifferentiated,MeyerRidge,0.98215763,SentinelBluffs,0.0117774,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
77,53.43,1.637,14.5,10.9,nan,nan,0.183,5.5,9.48,3.13,0.98,0.26,25,112,41,319,408,19,308,134,30,9.6,20,51,100,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.90037193,Wanapum,0.050885,Undifferentiated,MeyerRidge,0.96415912,SentinelBluffs,0.03279389,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
78,53.32,1.677,14.56,11.51,nan,nan,0.165,5.23,9.45,2.99,0.83,0.26,20,94,45,317,408,20,316,140,33,11.1,20,57,101,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.89793167,SaddleMountains,0.06903018,Undifferentiated,MeyerRidge,0.95808989,SentinelBluffs,0.03884538,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
79,53.65,1.135,15.15,9.36,nan,nan,0.17,6.31,10.35,2.92,0.69,0.26,18,96,48,263,410,14,387,116,25,7.2,18,116,93,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.63681828,Wanapum,0.3523676,Undifferentiated,FieldSprings,0.99226143,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
80,53.66,1.644,14.45,11.26,nan,nan,0.182,5.16,9.21,3.08,1.1,0.261,28,110,41,316,476,28,304,135,30,11.1,21,62,102,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.844879,SaddleMountains,0.13151826,Undifferentiated,MeyerRidge,0.99858546,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
81,53.34,1.65,14.45,11.25,nan,nan,0.186,5.42,9.42,3.02,1.01,0.261,20,106,41,310,427,23,308,137,29,11.5,21,71,102,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.64326124,SaddleMountains,0.31735939,Undifferentiated,MeyerRidge,0.99155685,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
82,53.67,1.657,14.5,10.93,nan,nan,0.183,5.32,9.5,2.99,1,0.261,27,108,42,316,391,23,312,137,30,10.4,20,70,104,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.88907888,SaddleMountains,0.06711075,Undifferentiated,MeyerRidge,0.98972316,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
83,53.57,1.64,14.55,11.14,nan,nan,0.185,5.33,9.34,2.97,1.02,0.261,25,89,36,307,417,25,311,137,31,11,22,83,111,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.84926332,SaddleMountains,0.09371956,Undifferentiated,MeyerRidge,0.96609053,SentinelBluffs,0.01907329,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
84,54.18,1.628,14.76,10.36,nan,nan,0.225,5.08,9.55,2.87,1.09,0.262,35,105,38,324,438,27,320,137,31,13,21,70,103,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.80447433,SaddleMountains,0.16003068,Undifferentiated,MeyerRidge,0.99496755,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
85,53.43,1.169,15.22,9.76,nan,nan,0.176,6.25,10.28,2.92,0.54,0.262,17,101,45,283,404,11,395,123,26,8,21,57,92,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.54468826,Wanapum,0.45369908,Undifferentiated,FieldSprings,0.92713352,EcklerMountain,0.07053191,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
86,54.14,1.624,14.62,10.6,nan,nan,0.191,5.34,9.33,2.74,1.14,0.263,32,109,43,312,403,26,304,134,30,12.7,21,61,98,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.61411786,SaddleMountains,0.36947124,Undifferentiated,MeyerRidge,0.9901073,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
87,52.93,1.659,14.69,10.99,nan,nan,0.201,5.56,9.74,3.06,0.91,0.263,24,113,46,312,549,18,322,137,30,10.9,23,29,98,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.55065725,SaddleMountains,0.41890709,Undifferentiated,MeyerRidge,0.94751907,SentinelBluffs,0.05086631,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
88,53.08,1.672,15.06,11.33,nan,nan,0.173,5.37,9.46,2.81,0.78,0.263,37,126,39,322,470,15,314,139,28,12,16,75,113,nan,nan,nan,nan,nan,GrandeRonde,3,SaddleMountains,0.8711125,GrandeRonde,0.12218775,Undifferentiated,MeyerRidge,0.99604235,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
89,53.08,1.672,15.06,11.33,nan,nan,0.173,5.37,9.46,2.81,0.78,0.263,37,126,39,322,470,15,314,139,28,12,16,75,113,nan,nan,nan,nan,nan,GrandeRonde,3,SaddleMountains,0.8711125,GrandeRonde,0.12218775,Undifferentiated,MeyerRidge,0.99604235,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
90,54.6,1.176,15.18,9.19,nan,nan,0.155,5.89,9.91,2.86,0.78,0.263,25,104,43,261,379,15,377,118,24,7.2,18,65,91,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.94584834,Wanapum,0.04937903,Undifferentiated,FieldSprings,0.97606266,MeyerRidge,0.02243508,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
91,53.53,1.65,14.54,10.98,nan,nan,0.185,5.39,9.53,2.92,1.02,0.264,27,105,43,307,469,26,313,138,31,11.8,20,64,102,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.62000743,SaddleMountains,0.35791644,Undifferentiated,MeyerRidge,0.99545454,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
92,53.8,1.616,14.54,11.26,nan,nan,0.199,5.21,9.1,2.95,1.06,0.265,31,125,34,309,461,31,305,138,32,12,16,72,107,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.79658355,SaddleMountains,0.17616342,Undifferentiated,MeyerRidge,0.99815261,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
93,53.95,1.671,14.85,9.96,nan,nan,0.187,5.34,9.75,3.1,0.93,0.265,29,114,46,321,476,18,323,138,30,10.5,19,68,104,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.93506834,SaddleMountains,0.04625875,Undifferentiated,MeyerRidge,0.99676335,Ortley,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
94,54.49,1.735,14.37,10.48,nan,nan,0.187,5.19,9.01,3.08,1.19,0.266,22,93,37,330,460,25,308,142,30,10,20,49,110,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.9791812,SaddleMountains,0.01079047,Undifferentiated,MeyerRidge,0.88550374,SentinelBluffs,0.10560004,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
95,52.2,1.683,14.48,11.65,nan,nan,0.196,5.74,9.83,3.27,0.67,0.266,13,122,41,352,402,11,369,117,30,10.2,19,45,107,nan,nan,nan,nan,nan,GrandeRonde,3,Wanapum,0.76947053,GrandeRonde,0.22832692,Undifferentiated,EcklerMountain,0.97460685,MeyerRidge,0.02332962,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
96,54.45,1.693,14.84,10.44,nan,nan,0.184,5.08,9.02,3,1.04,0.266,28,105,37,316,436,18,300,138,32,12,23,50,103,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.84990048,SaddleMountains,0.14184531,Undifferentiated,MeyerRidge,0.85136375,SentinelBluffs,0.1186836,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
97,54.14,1.154,15.02,9.15,nan,nan,0.226,6.19,10.19,2.91,0.76,0.266,15,94,51,264,422,16,388,122,25,7.3,17,48,95,nan,nan,nan,nan,nan,GrandeRonde,3,GrandeRonde,0.67565448,Wanapum,0.32429407,Undifferentiated,FieldSprings,0.99776425,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
